MSSV,MH1,MH2,MH3,MH4,MH5,MH6,MH7,MH8,MH9,MH10,MH11,MH12,MH13,MH14,MH15,MH16,MH17,MH18,DTB
19110217,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.6
19110218,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,7.42
19110219,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,5.14
19110220,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,8.85
19110221,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.25
19110222,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.17
19110223,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,8.29
19110224,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,5.15
19110225,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.65
19110226,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,8.08
19110227,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,6.94
19110228,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.77
19110229,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.11
19110230,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,7.34
19110231,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,8.95
19110232,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,5.1
19110233,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.53
19110234,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,8.35
19110235,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.75
19110236,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,6.37
19110237,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7.63
19110238,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.01
19110239,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.08
19110240,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,8.21
19110241,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,8.63
19110242,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.93
19110243,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.76
19110244,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.61
19110245,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.12
19110246,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.67
19110247,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.22
19110248,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7.59
19110249,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.53
19110250,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.49
19110251,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,6.13
19110252,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,5.12
19110253,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,8.71
19110254,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.19
19110255,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.85
19110256,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.49
19110257,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.61
19110258,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,6.3
19110259,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,8.08
19110260,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,5.88
19110261,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.05
19110262,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,5.91
19110263,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,9.82
19110264,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,8.04
19110265,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,8.21
19110266,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,7.13
19110267,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.27
19110268,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.24
19110269,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,8.34
19110270,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.95
19110271,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.99
19110272,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.09
19110273,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,8.25
19110274,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,5.89
19110275,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.11
19110276,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.29
19110277,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7.67
19110278,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,7.18
19110279,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.92
19110280,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,5.43
19110281,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,8.95
19110282,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,7.21
19110283,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.9
19110284,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,6.71
19110285,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.72
19110286,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,8.27
19110287,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,5.27
19110288,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.04
19110289,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.85
19110290,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.27
19110291,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,7.69
19110292,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.32
19110293,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.11
19110294,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,6.74
19110295,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,6.18
19110296,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,5.37
19110297,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.94
19110298,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,5.95
19110299,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.73
19110300,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.4
19110301,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.8
19110302,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.69
19110303,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7.8
19110304,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.43
19110305,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.09
19110306,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.63
19110307,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.15
19110308,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.72
19110309,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.29
19110310,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.31
19110311,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.5
19110312,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7.33
19110313,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.12
19110314,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.61
19110315,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,6.66
19110316,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,5.98
19110317,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.84
19110318,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,5.02
19110319,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.46
